    nm         	 V
5.000025e+002	-5.767500e-001
4.995142e+002	-5.816250e-001
4.990259e+002	-5.842500e-001
4.985376e+002	-5.891250e-001
4.980494e+002	-5.925000e-001
4.975611e+002	-5.970000e-001
4.970728e+002	-6.026250e-001
4.965845e+002	-6.071250e-001
4.960962e+002	-6.112500e-001
4.956079e+002	-6.153750e-001
4.951197e+002	-6.187500e-001
4.946314e+002	-6.236250e-001
4.941431e+002	-6.281250e-001
4.936548e+002	-6.333750e-001
4.931665e+002	-6.371250e-001
4.926782e+002	-6.431250e-001
4.921899e+002	-6.468750e-001
4.917017e+002	-6.517500e-001
4.912134e+002	-6.566250e-001
4.907251e+002	-6.607500e-001
4.902368e+002	-6.652500e-001
4.897485e+002	-6.701250e-001
4.892602e+002	-6.750000e-001
4.887719e+002	-6.795000e-001
4.882837e+002	-6.840000e-001
4.877954e+002	-6.885000e-001
4.873071e+002	-6.937500e-001
4.868188e+002	-6.986250e-001
4.863305e+002	-7.042500e-001
4.858422e+002	-7.087500e-001
4.853540e+002	-7.143750e-001
4.848657e+002	-7.185000e-001
4.843774e+002	-7.226250e-001
4.838891e+002	-7.282500e-001
4.834008e+002	-7.335000e-001
4.829125e+002	-7.387500e-001
4.824242e+002	-7.432500e-001
4.819360e+002	-7.485000e-001
4.814477e+002	-7.530000e-001
4.809594e+002	-7.597500e-001
4.804711e+002	-7.646250e-001
4.799828e+002	-7.695000e-001
4.794945e+002	-7.740000e-001
4.790062e+002	-7.800000e-001
4.785180e+002	-7.860000e-001
4.780297e+002	-7.901250e-001
4.775414e+002	-7.946250e-001
4.770531e+002	-7.998750e-001
4.765648e+002	-8.055000e-001
4.760765e+002	-8.107500e-001
4.755883e+002	-8.152500e-001
4.751000e+002	-8.216250e-001
4.746117e+002	-8.257500e-001
4.741234e+002	-8.306250e-001
4.736351e+002	-8.362500e-001
4.731468e+002	-8.426250e-001
4.726585e+002	-8.463750e-001
4.721703e+002	-8.516250e-001
4.716820e+002	-8.580000e-001
4.711937e+002	-8.617500e-001
4.707054e+002	-8.673750e-001
4.702171e+002	-8.733750e-001
4.697288e+002	-8.775000e-001
4.692405e+002	-8.827500e-001
4.687523e+002	-8.876250e-001
4.682640e+002	-8.928750e-001
4.677757e+002	-8.977500e-001
4.672874e+002	-9.030000e-001
4.667991e+002	-9.078750e-001
4.663108e+002	-9.135000e-001
4.658226e+002	-9.187500e-001
4.653343e+002	-9.243750e-001
4.648460e+002	-9.292500e-001
4.643577e+002	-9.341250e-001
4.638694e+002	-9.397500e-001
4.633811e+002	-9.438750e-001
4.628928e+002	-9.491250e-001
4.624046e+002	-9.547500e-001
4.619163e+002	-9.600000e-001
4.614280e+002	-9.648750e-001
4.609397e+002	-9.701250e-001
4.604514e+002	-9.750000e-001
4.599631e+002	-9.806250e-001
4.594748e+002	-9.862500e-001
4.589866e+002	-9.900000e-001
4.584983e+002	-9.960000e-001
4.580100e+002	-1.000500e+000
4.575217e+002	-1.005000e+000
4.570334e+002	-1.009500e+000
4.565451e+002	-1.015500e+000
4.560569e+002	-1.020750e+000
4.555686e+002	-1.025250e+000
4.550803e+002	-1.030875e+000
4.545920e+002	-1.035375e+000
4.541037e+002	-1.040250e+000
4.536154e+002	-1.044750e+000
4.531271e+002	-1.050375e+000
4.526389e+002	-1.054500e+000
4.521506e+002	-1.060125e+000
4.516623e+002	-1.064625e+000
4.511740e+002	-1.069500e+000
4.506857e+002	-1.075125e+000
4.501974e+002	-1.078875e+000
4.497091e+002	-1.083375e+000
4.492209e+002	-1.088625e+000
4.487326e+002	-1.092375e+000
4.482443e+002	-1.096500e+000
4.477560e+002	-1.103250e+000
4.472677e+002	-1.107000e+000
4.467794e+002	-1.112250e+000
4.462912e+002	-1.116000e+000
4.458029e+002	-1.120125e+000
4.453146e+002	-1.123875e+000
4.448263e+002	-1.128000e+000
4.443380e+002	-1.130625e+000
4.438497e+002	-1.133625e+000
4.433614e+002	-1.135500e+000
4.428732e+002	-1.135125e+000
4.423849e+002	-1.134750e+000
4.418966e+002	-1.129875e+000
4.414083e+002	-1.111500e+000
4.409200e+002	-1.097250e+000
4.404317e+002	-1.092000e+000
4.399434e+002	-1.089000e+000
4.394552e+002	-1.087500e+000
4.389669e+002	-1.088250e+000
4.384786e+002	-1.087875e+000
4.379903e+002	-1.083375e+000
4.375020e+002	-1.081125e+000
4.370137e+002	-1.081125e+000
4.365255e+002	-1.081500e+000
4.360372e+002	-1.078500e+000
4.355489e+002	-1.079625e+000
4.350606e+002	-1.080000e+000
4.345723e+002	-1.080375e+000
4.340840e+002	-1.078125e+000
4.335957e+002	-1.079625e+000
4.331075e+002	-1.078500e+000
4.326192e+002	-1.078875e+000
4.321309e+002	-1.077375e+000
4.316426e+002	-1.077750e+000
4.311543e+002	-1.077750e+000
4.306660e+002	-1.078500e+000
4.301777e+002	-1.077750e+000
4.296895e+002	-1.078125e+000
4.292012e+002	-1.079250e+000
4.287129e+002	-1.078125e+000
4.282246e+002	-1.077000e+000
